#PPL;Cedula;Nombres;Edad(Anios);Pena(anios);Fecha(Ingreso)(d/m/a);Fecha(Salida)(d/m/a);Anios Restantes (pena);Pabellon;Celda;Clasificacion;Visitas semanales(Horas);Delito
PPL 208;9541137927;Carlos Julian Guerrero Morales;30;19;31/01/2019;31/01/2038;14;2(B);B38;Medio;2;Fraude
PPL 209;5280812697;Fabian Antonio Guerrero Sanchez;61;47;25/11/1982;25/11/2029;5;2(B);B39;Medio;2;Hurto
PPL 210;7240932253;Dario Angel Paredes Rivera;49;34;29/10/1994;29/10/2028;4;2(B);B40;Medio;2;Robo
PPL 211;3860888816;Mario Sergio Paredes Rivera;57;38;11/02/1989;11/02/2027;3;2(B);B41;Medio;2;Hurto
PPL 212;1152122348;Carlos Pablo Cevallos Morales;43;26;23/03/2001;23/03/2027;3;2(B);B42;Medio;2;Evacion
PPL 213;9625086429;Mario Paulo Cuenca Morales;59;43;30/03/1984;30/03/2027;3;2(B);B43;Medio;2;Hurto
PPL 214;8980778809;Roberto Diego Garcia Roman;26;21;14/08/2024;14/08/2045;21;2(B);B44;Medio;2;Hurto
PPL 215;1769292355;Carlos Antonio Paredes Roman;36;20;25/11/2009;25/11/2029;5;2(B);B45;Medio;2;Fraude
PPL 216;6567484434;Dario Julian Romero Rivera;46;17;25/02/2021;25/02/2038;14;2(B);B46;Medio;2;Fraude
PPL 217;5676063870;Mario Pablo Perero Morales;50;32;10/05/1995;10/05/2027;3;2(B);B47;Medio;2;Hurto
PPL 218;6194176125;Michael Julian Cuenca Ramirez;41;17;29/11/2013;29/11/2030;6;2(B);B48;Medio;2;Robo
PPL 219;8827573446;Roberto Adrian Gonzales Ramirez;38;23;11/05/2006;11/05/2029;5;2(B);B49;Medio;2;Hurto
PPL 220;8264938408;Fabian Adrian Torres Sanchez;58;40;09/01/1986;09/01/2026;2;2(B);B50;Medio;2;Hurto
PPL 221;3532317348;Roberto Julian Torres Sanchez;40;30;08/04/2003;08/04/2033;9;2(B);B51;Medio;2;Robo
PPL 222;1243796542;Carlos Cesar Paredes Sanchez;50;32;05/08/1994;05/08/2026;2;2(B);B52;Medio;2;Fraude
PPL 223;2039567138;Mario Julian Paredes Morales;43;28;11/08/2017;11/08/2045;21;2(B);B53;Medio;2;Fraude
PPL 224;9079731047;Gonzalo Cesar Garcia Hidalgo;48;32;08/02/1995;08/02/2027;3;2(B);B54;Medio;2;Fraude
PPL 225;7772231518;Fabian Pablo Guerrero Reyes;39;28;29/03/2008;29/03/2036;12;2(B);B55;Medio;2;Fraude
PPL 226;8848969112;Mario Julian Paredes Roman;55;41;08/12/1989;08/12/2030;6;2(B);B56;Medio;2;Fraude
PPL 227;5151441756;Carlos Julian Perero Sanchez;53;38;22/02/1990;22/02/2028;4;2(B);B57;Medio;2;Robo
PPL 228;3721127089;Gonzalo Paulo Gonzales Reyes;35;21;21/03/2015;21/03/2036;12;2(B);B58;Medio;2;Hurto
PPL 229;4763588433;Gonzalo Antonio Paredes Hidalgo;26;18;04/12/2020;04/12/2038;14;2(B);B59;Medio;2;Robo
PPL 230;6777093650;Michael Diego Paredes Morales;43;27;06/06/2000;06/06/2027;3;2(B);B60;Medio;2;Fraude
PPL 231;5391231031;Dario Paulo Garcia Espinosa;41;23;08/08/2003;08/08/2026;2;2(B);B61;Medio;2;Fraude
PPL 232;7722768237;Carlos Diego Garcia Hidalgo;41;29;27/04/2002;27/04/2031;7;2(B);B62;Medio;2;Fraude
PPL 233;4355488180;Gonzalo Diego Cevallos Rivera;32;16;15/02/2012;15/02/2028;4;2(B);B63;Medio;2;Robo
PPL 234;3889322862;Victor Pablo Romero Hidalgo;52;32;12/08/1994;12/08/2026;2;2(B);B64;Medio;2;Hurto
PPL 235;1685381704;Pedro Pablo Paredes Roman;38;25;06/12/2011;06/12/2036;12;2(B);B65;Medio;2;Hurto
PPL 236;5189779869;Victor Sergio Perero Roman;37;21;02/09/2006;02/09/2027;3;2(B);B66;Medio;2;Robo
PPL 237;4633168808;Pedro Diego Gonzales Ramirez;63;47;20/09/1982;20/09/2029;5;2(B);B67;Medio;2;Robo
PPL 238;2433726249;Dario Angel Romero Ramirez;46;29;10/02/1998;10/02/2027;3;2(B);B68;Medio;2;Hurto
PPL 239;4607346513;Roberto Diego Romero Espinosa;38;21;25/07/2005;25/07/2026;2;2(B);B69;Medio;2;Hurto
PPL 240;3325194465;Dario Antonio Romero Roman;46;29;09/11/2000;09/11/2029;5;2(B);B70;Medio;2;Robo
PPL 241;2959081047;Roberto Pablo Torres Sanchez;43;12;03/01/2015;03/01/2027;3;2(B);B71;Medio;2;Fraude
PPL 242;3148987733;Dario Diego Guerrero Reyes;55;42;31/07/1988;31/07/2030;6;2(B);B72;Medio;2;Hurto
PPL 243;8787785924;Roberto Julian Romero Gomez;61;41;08/07/1985;08/07/2026;2;2(B);B73;Medio;2;Fraude
PPL 244;5540871305;Fabian Paulo Guerrero Hidalgo;61;43;24/09/1985;24/09/2028;4;2(B);B74;Medio;2;Fraude
PPL 245;7579096893;Michael Sergio Guerrero Hidalgo;45;11;16/11/2015;16/11/2026;2;2(B);B75;Medio;2;Hurto
PPL 246;5767615545;Victor Antonio Cevallos Espinosa;55;37;29/09/1990;29/09/2027;3;2(B);B76;Medio;2;Evacion
PPL 247;5819861432;Victor Cesar Perero Sanchez;64;46;22/04/1982;22/04/2028;4;2(B);B77;Medio;2;Hurto
PPL 248;5539946299;Mario Paulo Guerrero Gomez;56;41;08/11/1989;08/11/2030;6;2(B);B78;Medio;2;Fraude
PPL 249;6328683327;Pedro Sergio Paredes Espinosa;64;48;22/09/1982;22/09/2030;6;2(B);B79;Medio;2;Fraude
PPL 250;4816733708;Roberto Diego Paredes Hidalgo;50;35;11/03/1994;11/03/2029;5;2(B);B80;Medio;2;Fraude
PPL 251;8836380379;Pedro Diego Paredes Hidalgo;61;44;31/08/1984;31/08/2028;4;2(B);B81;Medio;2;Robo
PPL 252;7895716769;Roberto Adrian Guerrero Espinosa;35;18;08/12/2009;08/12/2027;3;2(B);B82;Medio;2;Hurto
PPL 253;4395234579;Victor Diego Torres Reyes;45;14;31/09/2021;31/09/2035;11;2(B);B83;Medio;2;Evacion
PPL 254;9889064741;Gonzalo Diego Paredes Sanchez;57;41;11/01/1989;11/01/2030;6;2(B);B84;Medio;2;Evacion
PPL 255;8121059745;Mario Angel Guerrero Morales;30;13;05/10/2014;05/10/2027;3;2(B);B85;Medio;2;Fraude
PPL 256;1813369778;Victor Pablo Gonzales Roman;52;38;12/07/1992;12/07/2030;6;2(B);B86;Medio;2;Hurto
PPL 257;2074449159;Mario Antonio Torres Gomez;28;6;29/05/2021;29/05/2027;3;2(B);B87;Medio;2;Robo
PPL 258;4686170517;Carlos Sergio Cevallos Rivera;51;36;04/09/1992;04/09/2028;4;2(B);B88;Medio;2;Hurto
PPL 259;4630773302;Pedro Adrian Paredes Espinosa;57;40;03/06/1986;03/06/2026;2;2(B);B89;Medio;2;Hurto
PPL 260;6228523672;Roberto Antonio Perero Sanchez;30;16;02/09/2014;02/09/2030;6;2(B);B90;Medio;2;Robo
PPL 261;1953719811;Michael Paulo Romero Espinosa;66;47;05/06/1980;05/06/2027;3;3(C);C1;Medio;2;Hurto
PPL 262;4656456452;Mario Diego Cuenca Sanchez;23;10;29/06/2020;29/06/2030;6;3(C);C2;Medio;2;Robo
PPL 263;9255925367;Mario Sergio Perero Roman;63;48;25/09/1980;25/09/2028;4;3(C);C3;Medio;2;Fraude
PPL 264;9311537502;Pedro Angel Paredes Hidalgo;47;34;31/10/1996;31/10/2030;6;3(C);C4;Medio;2;Evacion
PPL 265;2054158768;Dario Diego Garcia Reyes;28;13;03/09/2015;03/09/2028;4;3(C);C5;Medio;2;Robo
PPL 266;5889678668;Michael Cesar Romero Sanchez;37;9;07/03/2016;07/03/2025;1;3(C);C6;Medio;2;Robo
PPL 267;60260100166;Michael Antonio Gonzales Roman;63;50;12/09/1980;12/09/2030;6;3(C);C7;Medio;2;Robo
PPL 268;6127061426;Fabian Paulo Paredes Gomez;45;28;04/07/1999;04/07/2027;3;3(C);C8;Medio;2;Evacion
PPL 269;57998100216;Victor Pablo Paredes Sanchez;25;5;23/01/2024;23/01/2029;5;3(C);C9;Medio;2;Hurto
PPL 270;7617075690;Michael Antonio Guerrero Espinosa;59;42;27/11/1987;27/11/2029;5;3(C);C10;Medio;2;Robo
PPL 271;5859134491;Mario Adrian Guerrero Sanchez;31;15;04/03/2012;04/03/2027;3;3(C);C11;Medio;2;Hurto
PPL 272;7075278295;Roberto Diego Garcia Roman;38;19;19/03/2014;19/03/2033;9;3(C);C12;Medio;2;Fraude
PPL 273;9851227582;Roberto Angel Gonzales Reyes;31;29;22/11/2015;22/11/2044;20;3(C);C13;Medio;2;Evacion
PPL 274;4595889572;Dario Julian Gonzales Hidalgo;32;27;24/06/2011;24/06/2038;14;3(C);C14;Medio;2;Hurto
PPL 275;4352859250;Roberto Diego Guerrero Gomez;63;47;22/09/1982;22/09/2029;5;3(C);C15;Medio;2;Hurto
PPL 276;9124845711;Victor Julian Guerrero Sanchez;25;8;10/03/2018;10/03/2026;2;3(C);C16;Medio;2;Evacion
PPL 277;5174974030;Dario Sergio Guerrero Sanchez;39;28;07/03/2007;07/03/2035;11;3(C);C17;Medio;2;Robo
PPL 278;1080322236;Roberto Adrian Paredes Rivera;52;35;04/12/1991;04/12/2026;2;3(C);C18;Medio;2;Hurto
PPL 279;1751270904;Pedro Antonio Cuenca Sanchez;43;26;22/08/2000;22/08/2026;2;3(C);C19;Medio;2;Robo
PPL 280;5192092178;Victor Julian Gonzales Sanchez;31;29;27/05/2012;27/05/2041;17;3(C);C20;Medio;2;Robo
PPL 281;1944195692;Roberto Angel Romero Rivera;41;22;03/12/2022;03/12/2044;20;3(C);C21;Medio;2;Hurto
PPL 282;1222977598;Fabian Paulo Perero Ramirez;48;27;27/03/2000;27/03/2027;3;3(C);C22;Medio;2;Hurto
PPL 283;2201613541;Victor Diego Torres Reyes;62;48;08/03/1981;08/03/2029;5;3(C);C23;Medio;2;Hurto
PPL 284;1151811783;Roberto Antonio Garcia Gomez;59;44;05/04/1985;05/04/2029;5;3(C);C24;Medio;2;Fraude
PPL 285;10024433890;Mario Sergio Paredes Ramirez;24;16;04/08/2022;04/08/2038;14;3(C);C25;Medio;2;Fraude
PPL 286;5082989187;Gonzalo Antonio Paredes Ramirez;63;47;26/09/1980;26/09/2027;3;3(C);C26;Medio;2;Hurto
PPL 287;1769859881;Roberto Angel Paredes Espinosa;47;34;29/03/1996;29/03/2030;6;3(C);C27;Medio;2;Robo
PPL 288;3207297720;Roberto Pablo Guerrero Espinosa;46;30;28/12/1997;28/12/2027;3;3(C);C28;Medio;2;Robo
PPL 289;8163930762;Pedro Diego Paredes Sanchez;62;46;05/10/1983;05/10/2029;5;3(C);C29;Medio;2;Evacion
PPL 290;56330100206;Roberto Julian Gonzales Sanchez;54;37;27/01/1989;27/01/2026;2;3(C);C30;Medio;2;Hurto
PPL 291;3962612928;Fabian Sergio Garcia Rivera;54;38;05/05/1990;05/05/2028;4;3(C);C31;Medio;2;Evacion
PPL 292;3669161476;Carlos Antonio Guerrero Roman;64;48;20/12/1981;20/12/2029;5;3(C);C32;Medio;2;Evacion
PPL 293;9342536710;Dario Diego Perero Morales;42;28;26/11/2001;26/11/2029;5;3(C);C33;Medio;2;Robo
PPL 294;2424180387;Pedro Antonio Guerrero Roman;47;24;25/10/2016;25/10/2040;16;3(C);C34;Medio;2;Robo
PPL 295;4650875593;Pedro Julian Garcia Morales;50;35;19/11/1993;19/11/2028;4;3(C);C35;Medio;2;Hurto
PPL 296;4460715203;Victor Antonio Cuenca Espinosa;32;20;05/03/2014;05/03/2034;10;3(C);C36;Medio;2;Hurto
PPL 297;7618132103;Mario Pablo Paredes Espinosa;50;34;27/09/1994;27/09/2028;4;3(C);C37;Medio;2;Robo
PPL 298;4773720311;Mario Antonio Garcia Gomez;41;27;11/12/2012;11/12/2039;15;3(C);C38;Medio;2;Evacion
PPL 299;7668422317;Michael Antonio Torres Morales;30;24;23/08/2016;23/08/2040;16;3(C);C39;Medio;2;Robo
PPL 300;2778738835;Michael Julian Guerrero Espinosa;34;3;15/02/2022;15/02/2025;1;3(C);C40;Medio;2;Robo
PPL 301;8531725907;Carlos Pablo Romero Morales;36;19;30/07/2007;30/07/2026;2;3(C);C41;Medio;2;Robo
PPL 302;8604444541;Gonzalo Paulo Gonzales Morales;54;37;26/07/1992;26/07/2029;5;3(C);C42;Medio;2;Hurto
PPL 303;8473546261;Roberto Diego Gonzales Sanchez;55;37;26/10/1989;26/10/2026;2;3(C);C43;Medio;2;Hurto
PPL 304;9764411864;Roberto Antonio Romero Sanchez;40;26;20/11/2003;20/11/2029;5;3(C);C44;Medio;2;Robo
PPL 305;4995697675;Mario Antonio Perero Morales;34;18;11/03/2009;11/03/2027;3;3(C);C45;Medio;2;Robo
PPL 306;5391827241;Roberto Pablo Torres Rivera;59;44;19/05/1984;19/05/2028;4;3(C);C46;Medio;2;Robo
PPL 307;2643690861;Gonzalo Angel Paredes Roman;34;18;23/05/2011;23/05/2029;5;3(C);C47;Medio;2;Fraude
PPL 308;4089160674;Mario Sergio Torres Sanchez;44;30;07/06/2000;07/06/2030;6;3(C);C48;Medio;2;Evacion
PPL 309;6120251045;Fabian Sergio Paredes Roman;56;39;12/12/1987;12/12/2026;2;3(C);C49;Medio;2;Hurto
PPL 310;2845018520;Victor Paulo Romero Sanchez;43;15;20/04/2015;20/04/2030;6;3(C);C50;Medio;2;Robo
PPL 311;6146283344;Roberto Diego Paredes Sanchez;61;44;29/07/1985;29/07/2029;5;3(C);C51;Medio;2;Evacion
PPL 312;3934512638;Roberto Antonio Torres Roman;43;26;23/06/2002;23/06/2028;4;3(C);C52;Medio;2;Robo
PPL 313;3429271451;Carlos Angel Romero Hidalgo;53;37;28/07/1990;28/07/2027;3;3(C);C53;Medio;2;Hurto
PPL 314;3152119105;Pedro Adrian Perero Reyes;40;26;16/03/2004;16/03/2030;6;3(C);C54;Medio;2;Hurto
PPL 315;4498286497;Pedro Antonio Cuenca Sanchez;21;12;16/06/2024;16/06/2036;12;3(C);C55;Medio;2;Hurto
PPL 316;1596354943;Dario Antonio Guerrero Rivera;45;27;02/12/1998;02/12/2025;1;3(C);C56;Medio;2;Fraude
PPL 317;4442819007;Pedro Antonio Torres Roman;49;34;12/09/1994;12/09/2028;4;3(C);C57;Medio;2;Hurto
PPL 318;4008796224;Fabian Sergio Garcia Morales;63;47;26/07/1982;26/07/2029;5;3(C);C58;Medio;2;Evacion
PPL 319;2466738170;Dario Diego Paredes Sanchez;44;27;19/08/2000;19/08/2027;3;3(C);C59;Medio;2;Evacion
PPL 320;2755043293;Mario Paulo Perero Sanchez;41;21;10/04/2004;10/04/2025;1;3(C);C60;Medio;2;Evacion
PPL 321;4565355743;Carlos Julian Paredes Gomez;49;32;25/05/1994;25/05/2026;2;3(C);C61;Medio;2;Evacion
PPL 322;8809554064;Mario Cesar Cuenca Sanchez;25;8;14/08/2019;14/08/2027;3;3(C);C62;Medio;2;Robo
PPL 323;5825332003;Dario Cesar Gonzales Gomez;30;17;27/01/2013;27/01/2030;6;3(C);C63;Medio;2;Hurto
PPL 324;9250363916;Michael Cesar Garcia Morales;54;37;11/09/1992;11/09/2029;5;3(C);C64;Medio;2;Fraude
PPL 325;4730112889;Dario Angel Cuenca Morales;38;29;30/04/2005;30/04/2034;10;3(C);C65;Medio;2;Robo
PPL 326;7602957148;Roberto Diego Cuenca Sanchez;40;12;22/09/2024;22/09/2036;12;3(C);C66;Medio;2;Fraude
PPL 327;3201943000;Carlos Antonio Paredes Sanchez;49;36;07/01/1994;07/01/2030;6;3(C);C67;Medio;2;Hurto
PPL 328;2695499467;Michael Antonio Guerrero Hidalgo;58;39;13/12/1987;13/12/2026;2;3(C);C68;Medio;2;Robo
PPL 329;4304562254;Gonzalo Diego Paredes Morales;57;40;22/04/1986;22/04/2026;2;3(C);C69;Medio;2;Evacion
PPL 330;9796123416;Victor Antonio Cuenca Hidalgo;40;23;08/12/2005;08/12/2028;4;3(C);C70;Medio;2;Robo
PPL 331;9293696471;Pedro Cesar Gonzales Sanchez;41;30;05/01/2020;05/01/2050;26;3(C);C71;Medio;2;Hurto
PPL 332;6535995804;Gonzalo Paulo Perero Roman;39;22;19/01/2007;19/01/2029;5;3(C);C72;Medio;2;Hurto
PPL 333;9131852326;Mario Pablo Torres Hidalgo;47;33;30/10/1997;30/10/2030;6;3(C);C73;Medio;2;Hurto
PPL 334;4613241320;Victor Paulo Perero Morales;38;16;23/10/2009;23/10/2025;1;3(C);C74;Medio;2;Evacion
PPL 335;7722099339;Carlos Paulo Garcia Sanchez;44;27;07/08/1999;07/08/2026;2;3(C);C75;Medio;2;Evacion
PPL 336;9079537179;Dario Pablo Paredes Morales;45;26;15/04/2019;15/04/2045;21;3(C);C76;Medio;2;Hurto
PPL 337;6738228101;Gonzalo Antonio Gonzales Morales;43;23;01/03/2003;01/03/2026;2;3(C);C77;Medio;2;Fraude
PPL 338;6881433179;Carlos Cesar Guerrero Rivera;46;30;05/03/1999;05/03/2029;5;3(C);C78;Medio;2;Fraude
PPL 339;3475616965;Michael Sergio Garcia Sanchez;51;34;01/05/1994;01/05/2028;4;3(C);C79;Medio;2;Fraude
PPL 340;9810420376;Gonzalo Diego Gonzales Ramirez;44;26;23/02/2002;23/02/2028;4;3(C);C80;Medio;2;Hurto
PPL 341;7147661126;Carlos Angel Cevallos Gomez;46;9;09/11/2016;09/11/2025;1;3(C);C81;Medio;2;Evacion
PPL 342;5580763131;Fabian Adrian Torres Roman;63;48;03/05/1980;03/05/2028;4;3(C);C82;Medio;2;Evacion
PPL 343;9695119958;Roberto Cesar Paredes Reyes;42;28;21/02/2001;21/02/2029;5;3(C);C83;Medio;2;Fraude
PPL 344;3049270473;Michael Pablo Perero Rivera;59;45;21/05/1984;21/05/2029;5;3(C);C84;Medio;2;Robo
PPL 345;6725961675;Roberto Cesar Cuenca Sanchez;62;46;30/05/1981;30/05/2027;3;3(C);C85;Medio;2;Hurto
PPL 346;4268197595;Mario Sergio Garcia Sanchez;53;38;09/05/1990;09/05/2028;4;3(C);C86;Medio;2;Evacion
PPL 347;3049967741;Fabian Antonio Perero Rivera;49;35;01/09/1994;01/09/2029;5;3(C);C87;Medio;2;Fraude
PPL 348;3595594223;Mario Diego Torres Hidalgo;62;43;11/03/1983;11/03/2026;2;3(C);C88;Medio;2;Robo
PPL 349;5032787258;Carlos Angel Gonzales Ramirez;45;30;06/03/1998;06/03/2028;4;3(C);C89;Medio;2;Fraude
PPL 350;2347730921;Roberto Sergio Gonzales Reyes;52;36;23/11/1991;23/11/2027;3;3(C);C90;Medio;2;Hurto
PPL 351;1335940009;Roberto Angel Garcia Morales;65;47;31/12/1981;31/12/2028;4;3(C);C1;Medio;2;Fraude
PPL 352;4999429097;Dario Antonio Guerrero Gomez;59;39;05/10/1987;05/10/2026;2;3(C);C2;Medio;2;Fraude
PPL 353;8689062364;Dario Adrian Paredes Sanchez;38;22;07/04/2007;07/04/2029;5;3(C);C3;Medio;2;Evacion
PPL 354;2679790612;Victor Sergio Cevallos Rivera;26;28;11/02/2019;11/02/2047;23;3(C);C4;Medio;2;Evacion
PPL 355;4707818025;Roberto Paulo Cevallos Morales;33;27;08/03/2020;08/03/2047;23;3(C);C5;Medio;2;Fraude
PPL 356;6635088399;Carlos Paulo Paredes Reyes;39;18;06/07/2007;06/07/2025;1;3(C);C6;Medio;2;Fraude
PPL 357;3570699437;Mario Julian Guerrero Gomez;48;31;16/06/1997;16/06/2028;4;3(C);C7;Medio;2;Evacion
PPL 358;7128747089;Michael Angel Romero Hidalgo;50;13;18/07/2014;18/07/2027;3;3(C);C8;Medio;2;Fraude
PPL 359;3735469903;Fabian Julian Garcia Sanchez;26;23;24/01/2024;24/01/2047;23;3(C);C9;Medio;2;Hurto
PPL 360;4727034246;Fabian Antonio Paredes Ramirez;58;41;11/09/1986;11/09/2027;3;3(C);C10;Medio;2;Robo
PPL 361;5034620608;Pedro Angel Gonzales Hidalgo;49;26;24/03/2021;24/03/2047;23;3(C);C11;Medio;2;Robo
PPL 362;8955290513;Mario Sergio Perero Gomez;42;28;13/04/2001;13/04/2029;5;3(C);C12;Medio;2;Evacion
PPL 363;7434987859;Gonzalo Sergio Paredes Ramirez;51;37;30/06/1992;30/06/2029;5;3(C);C13;Medio;2;Fraude
PPL 364;6917936829;Gonzalo Pablo Garcia Ramirez;57;41;05/01/1987;05/01/2028;4;3(C);C14;Medio;2;Fraude
PPL 365;9810236054;Mario Adrian Torres Sanchez;64;47;30/05/1980;30/05/2027;3;3(C);C15;Medio;2;Fraude
PPL 366;2219342632;Roberto Angel Paredes Sanchez;45;26;12/09/2004;12/09/2030;6;3(C);C16;Medio;2;Fraude
PPL 367;1633267795;Carlos Cesar Cevallos Roman;38;28;25/03/2021;25/03/2049;25;3(C);C17;Medio;2;Robo
PPL 368;6071424434;Gonzalo Antonio Torres Gomez;63;48;02/02/1980;02/02/2028;4;3(C);C18;Medio;2;Robo
PPL 369;8817052232;Gonzalo Angel Paredes Reyes;42;27;03/01/2001;03/01/2028;4;3(C);C19;Medio;2;Evacion
PPL 370;3584081515;Gonzalo Paulo Torres Sanchez;58;41;28/03/1985;28/03/2026;2;3(C);C20;Medio;2;Robo
PPL 371;2557972699;Roberto Angel Paredes Morales;50;37;22/10/1993;22/10/2030;6;3(C);C21;Medio;2;Evacion
PPL 372;4436137604;Carlos Sergio Perero Gomez;58;42;04/07/1985;04/07/2027;3;3(C);C22;Medio;2;Robo
PPL 373;6180661422;Michael Pablo Garcia Ramirez;48;33;16/07/1995;16/07/2028;4;3(C);C23;Medio;2;Hurto
PPL 374;3070352620;Gonzalo Angel Torres Hidalgo;38;10;15/07/2019;15/07/2029;5;3(C);C24;Medio;2;Hurto
PPL 375;3381144962;Pedro Angel Paredes Ramirez;31;25;05/10/2017;05/10/2042;18;3(C);C25;Medio;2;Robo
PPL 376;1339568710;Fabian Antonio Cuenca Morales;49;35;24/08/1994;24/08/2029;5;3(C);C26;Medio;2;Fraude
PPL 377;9988031894;Roberto Antonio Torres Reyes;35;24;09/02/2011;09/02/2035;11;3(C);C27;Medio;2;Fraude
PPL 378;5839948495;Mario Pablo Paredes Sanchez;46;32;13/08/1997;13/08/2029;5;3(C);C28;Medio;2;Robo
PPL 379;1135815591;Michael Pablo Garcia Morales;43;25;24/02/2005;24/02/2030;6;3(C);C29;Medio;2;Robo
PPL 380;3999553206;Dario Adrian Perero Roman;44;26;05/03/2001;05/03/2027;3;3(C);C30;Medio;2;Hurto
PPL 381;7630883249;Michael Antonio Cevallos Gomez;61;47;17/05/1982;17/05/2029;5;3(C);C31;Medio;2;Robo
PPL 382;4970296406;Fabian Antonio Torres Ramirez;35;23;12/01/2016;12/01/2039;15;3(C);C32;Medio;2;Evacion
PPL 383;5351219444;Fabian Antonio Paredes Espinosa;44;26;19/12/2006;19/12/2032;8;3(C);C33;Medio;2;Hurto
PPL 384;6161970630;Pedro Antonio Torres Hidalgo;56;40;18/10/1989;18/10/2029;5;3(C);C34;Medio;2;Robo
PPL 385;3904742019;Pedro Antonio Romero Morales;38;25;03/11/2015;03/11/2040;16;3(C);C35;Medio;2;Fraude
PPL 386;6753859419;Victor Pablo Cevallos Sanchez;52;35;31/12/1991;31/12/2026;2;3(C);C36;Medio;2;Robo
PPL 387;4085939207;Roberto Adrian Guerrero Rivera;37;17;11/06/2014;11/06/2031;7;3(C);C37;Medio;2;Hurto
PPL 388;7663325046;Michael Pablo Cevallos Espinosa;34;28;27/03/2013;27/03/2041;17;3(C);C38;Medio;2;Fraude
PPL 389;4065918031;Mario Pablo Paredes Morales;46;23;14/04/2005;14/04/2028;4;3(C);C39;Medio;2;Evacion
PPL 390;7051568048;Roberto Angel Guerrero Sanchez;39;21;01/06/2015;01/06/2036;12;3(C);C40;Medio;2;Hurto
PPL 391;9453553106;Michael Sergio Cuenca Hidalgo;47;33;27/08/1996;27/08/2029;5;3(C);C41;Medio;2;Hurto
PPL 392;6113579361;Michael Antonio Cuenca Roman;46;29;09/01/1998;09/01/2027;3;3(C);C42;Medio;2;Evacion
PPL 393;6498360456;Roberto Julian Paredes Rivera;55;37;13/03/1991;13/03/2028;4;3(C);C43;Medio;2;Hurto
PPL 394;8695320070;Gonzalo Antonio Perero Ramirez;39;11;29/04/2017;29/04/2028;4;3(C);C44;Medio;2;Robo
PPL 395;9653613522;Roberto Antonio Romero Hidalgo;60;44;17/01/1985;17/01/2029;5;3(C);C45;Medio;2;Fraude
PPL 396;2263477042;Pedro Antonio Perero Hidalgo;42;26;05/06/2001;05/06/2027;3;3(C);C46;Medio;2;Hurto
PPL 397;8828838495;Roberto Antonio Cuenca Rivera;61;47;22/09/1983;22/09/2030;6;3(C);C47;Medio;2;Evacion
PPL 398;10007442400;Gonzalo Diego Cevallos Rivera;44;25;08/12/2004;08/12/2029;5;3(C);C48;Medio;2;Robo
PPL 399;8167856748;Mario Paulo Perero Gomez;56;40;09/05/1988;09/05/2028;4;3(C);C49;Medio;2;Hurto
PPL 400;8815381638;Dario Antonio Gonzales Ramirez;49;31;17/10/1997;17/10/2028;4;3(C);C50;Medio;2;Robo
PPL 401;6547813103;Roberto Angel Gonzales Roman;44;23;28/05/2003;28/05/2026;2;3(C);C51;Medio;2;Fraude
PPL 402;4874547194;Pedro Paulo Paredes Espinosa;34;29;08/08/2015;08/08/2044;20;3(C);C52;Medio;2;Hurto
PPL 403;8668995295;Carlos Antonio Gonzales Morales;64;44;10/11/1982;10/11/2026;2;3(C);C53;Medio;2;Hurto
PPL 404;9636342375;Michael Diego Perero Morales;37;23;26/12/2006;26/12/2029;5;3(C);C54;Medio;2;Hurto
PPL 405;1488337222;Dario Antonio Garcia Espinosa;42;16;15/06/2010;15/06/2026;2;3(C);C55;Medio;2;Evacion
PPL 406;1030950793;Michael Angel Cevallos Gomez;44;28;19/12/2000;19/12/2028;4;3(C);C56;Medio;2;Fraude
PPL 407;4666539049;Mario Paulo Gonzales Sanchez;33;20;18/06/2016;18/06/2036;12;3(C);C57;Medio;2;Evacion
PPL 408;7800840455;Mario Diego Cuenca Gomez;31;15;21/06/2014;21/06/2029;5;3(C);C58;Medio;2;Hurto
PPL 409;3725356372;Dario Paulo Paredes Espinosa;49;25;01/07/2011;01/07/2036;12;3(C);C59;Medio;2;Fraude
PPL 410;2381463448;Carlos Antonio Romero Hidalgo;49;22;28/03/2014;28/03/2036;12;3(C);C60;Medio;2;Fraude
PPL 411;8135521961;Victor Sergio Guerrero Sanchez;40;27;13/02/2003;13/02/2030;6;3(C);C61;Medio;2;Robo
PPL 412;5803370418;Roberto Cesar Torres Hidalgo;48;31;24/08/1996;24/08/2027;3;3(C);C62;Medio;2;Hurto
PPL 413;3703063448;Roberto Antonio Garcia Rivera;63;44;30/06/1982;30/06/2026;2;3(C);C63;Medio;2;Hurto
PPL 414;2565192177;Carlos Diego Torres Ramirez;35;28;15/02/2011;15/02/2039;15;3(C);C64;Medio;2;Fraude
PPL 415;9461333456;Carlos Adrian Cuenca Rivera;46;18;19/04/2010;19/04/2028;4;3(C);C65;Medio;2;Robo
PPL 416;6813645317;Roberto Sergio Paredes Morales;41;26;20/05/2002;20/05/2028;4;3(C);C66;Medio;2;Fraude
PPL 417;1768053308;Dario Adrian Cuenca Morales;54;35;03/03/1992;03/03/2027;3;3(C);C67;Medio;2;Robo
PPL 418;3166110743;Dario Pablo Paredes Sanchez;56;42;03/02/1987;03/02/2029;5;3(C);C68;Medio;2;Fraude
